Book Results on 2018.Sep.17
Accession Date (YYYYMMDD),Accession #, Title,Author,# Times Checked Out
19011202,13090,"Lives of the hunted, containing a true account of the doings of five quadrupeds & three birds, and in elucidation of the same, over 200 drawings","Seton, Ernest Thompson, 1860-1946.",26
18821122,3730,"The miscellaneous documents of the Senate of the United States.","United States. Congress. Senate.",1
18750313,1502,"On liberty.","Mill, John Stuart, 1806-1873.",4
18750313,1503,"The subjection of women.","Mill, John Stuart, 1806-1873.",1
18750313,1504,"The nation : the foundations of civil order and political life in the United States.","Mulford, Elisha, 1833-1885.",4
18750603,2319,"The works of William Shakespeare.","Shakespeare, William, 1564-1616.",1
18750603,2322,"The works of William Shakespeare.","Shakespeare, William, 1564-1616.",2
18961027,10017,"St. Nicholas.","Mary Mapes Dodge",59
18961027,10018,"St. Nicholas.","Mary Mapes Dodge",61
18961027,10019,"St. Nicholas.","Mary Mapes Dodge",60
18961027,10020,"Harper's young people.",,58
18961027,10021,"Harper's young people.",,76
18961027,10022,"Harper's young people.",,81
18961027,10024,"Current literature.",,0
18961027,10025,"Current literature.",,3
18961027,10026,"Current literature.",,0
18961027,10027,"Frank Leslie's popular monthly.",,5
18961027,10028,"Frank Leslie's popular monthly.",,2
18961027,10029,"Frank Leslie's popular monthly.",,2
18961027,10030,"Frank Leslie's popular monthly.",,3
18961027,10031,"The Cyclopedic review of current history.",,1
18961027,10032,"The Cyclopedic review of current history.",,2
18961027,10033,"The Review of reviews.",,6
18961027,10034,"The Review of reviews.",,6
18961027,10035,"The Review of reviews.",,8
18961027,10036,"The Review of reviews.",,4
18821122,3733,"Senate executive documents.","United States. Congress. Senate.",1
18821122,3744,"Reports of the United States commissioners to the Paris universal exposition, 1878","United States. Commission to the Paris exposition, 1878.",1
18941002,9170,"Polly Oliver's problem : a story for girls.","Wiggin, Kate Douglas Smith, 1856-1923.",88
18941002,9171,"Captain January.","Richards, Laura Elizabeth Howe, 1850-1943.",40
18941002,9172,"Little Marjorie's love-story.","Bouvet, Marguerite, 1865-1915.",120
18941002,9173,"Margaret Davis, tutor.","Ray, Anna Chapin, 1865-1945.",87
18941002,9174,"Prince Tip-Top : a fairy tale.","Bouvet, Marguerite, 1865-1915.",86
18941002,9175,"The prince and the pauper : a tale for young people of all ages.","Clemens, Samuel Langhorne, ‡d 1835-1910.",86
18770519,2814,"Report and testimony of the Committee on Investigation and Retrenchment on alleged frauds in the New York custom-house.","United States. Congress. Senate. Committee on Investigation and Retrenchment.",1
18941002,9176,"The boyhood of Martin Luther; or, the sufferings of the heroic little beggar-boy who afterwards became the great German reformer.","Mayhew, Henry, 1812-1887.",4
18941002,9177,"The Barberry bush : and eight other stories about girls for girls.","Coolidge, Susan, 1835-1905.",154
18770519,2815,"The miscellaneous documents of the Senate of the United States.","United States. Congress. Senate.",1
19011204,13091,"By England's aid, or, The freeing of the Netherlands (1585-1604)","Henty, G. A. (George Alfred), 1832-1902.",11
19011204,13092,"The Dragon and the raven; or, The days of King Alfred","Henty, G. A. (George Alfred), 1832-1902.",11
18770519,2819,"Annual report of the Secretary of War.","United States. War Dept.",1
19011204,13093,"The young buglers","Henty, G. A. (George Alfred), 1832-1902.",15
18941002,9178,"Just sixteen.","Coolidge, Susan, 1835-1905.",1
19011204,13094,"The cornet of horse : a tale of Marlborough's wars","Henty, G. A. (George Alfred), 1832-1902.",14
18941002,9179,"Young Benjamin Franklin, or, The right road through life : a story to show how young Benjamin Franklin learned the principles which raised him from a printer's boy to the first ambassador of the American republic ; a boy's book on a boy's own subject.","Mayhew, Henry, 1812-1887.",10
19011204,13095,"For name and fame : or, Through Afghan passes","Henty, G. A. (George Alfred), 1832-1902.",12
18941002,9180,"The one I knew best of all : a memory of the mind of a child.","Burnett, Frances Hodgson, 1849-1924.",66
18941002,9181,"Ivar the Viking : a romantic history based upon authentic facts of the third and fourth centuries.","Du Chaillu, Paul B. (Paul Belloni), 1835-1903.",13
18941002,9182,"A ring of rubies.","Meade, L. T., 1854-1914.",209
19011204,13096,"Friends though divided : a tale of the Civil War","Henty, G. A. (George Alfred), 1832-1902.",14
19011204,13097,"The lost heir","Henty, G. A. (George Alfred), 1832-1902.",16
18770519,2822,"Report of the Commissioner of Education made to the Secretary of the Interior for the year ... with accompanying papers.","United States. Bureau of Education.",74
19011204,13098,"Gertrude's marriage","Heimburg, W., 1850-1912.",41
19011204,13099,Misjudged.,"Heimburg, W., 1850-1912.",35
18750313,1505,"The spectator : a new edition, with biographical notices of the contributors, complete in one volume.","J. Addison",13
19011204,13100,"In the Schillingscourt.","John, Eugenie, 1825-1887.",16
18921019,8417,Expiation.,"Thanet, Octave, 1850-1934.",31
18921019,8418,"Two little Confederates.","Page, Thomas Nelson, 1853-1922.",71
18921019,8419,"Daddy Jake the runaway : and short stories told after dark.","Harris, Joel Chandler, 1848-1908.",74
18750313,1507,"The art of conversation : with directions for self education.","Leland, Charles Godfrey, 1824-1903.",1
18921019,8420,"Blue jackets of 1812 : a history of the naval battles of the second war with Great Britain ; to which is prefixed an account of the the French war of 1798.","Abbot, Willis J. (Willis John), 1863-1934.",72
19011204,13101,"The old mam'selle's secret.","John, Eugenie, 1825-1887.",17
18921019,8421,"Blue jackets of '61 : a history of the navy in the war of secession.","Abbot, Willis J. (Willis John), 1863-1934.",66
18921019,8422,"Blue jackets of '76 : a history of the naval battles of the American revolution : together with a narrative of the war with Tripoli.","Abbot, Willis J. (Willis John), 1863-1934.",47
19011204,13102,"The second wife.","John, Eugenie, 1825-1887.",34
18921019,8423,"The boy traders : or, The sportsman's club among the Boers.","Fosdick, Charles Austin, 1842-1915.",146
19011204,13103,"The owl's nest.","John, Eugenie, 1825-1887.",15
18750313,1509,"The essays: or, Counsels, civil and moral: and the wisdom of the ancients.","Bacon, Francis, 1561-1626.",22
18921019,8424,"Snowed up : or, The sportsman's club in the mountains.","Fosdick, Charles Austin, 1842-1915.",161
19011204,13104,"The bears of Blue River","Major, Charles, 1856-1913.",14
18750313,1511,"Star papers : or, experiences of art and nature.","Beecher, Henry Ward, 1813-1887.",4
19011204,13105,"Marietta : a maid of Venice","Crawford, F. Marion (Francis Marion), 1854-1909.",35
18921019,8425,"Frank Nelson in the forecastle, or, The sportsman's club among the whalers.","Fosdick, Charles Austin, 1842-1915.",112
18750313,1512,"Our seven churches.","Beecher, Thomas Kinnicut, 1824-1900.",31
18921019,8426,"Tom Newcombe : or, The boy of bad habits.","Fosdick, Charles Austin, 1842-1915.",155
18750313,1513,"Recreations of a country parson.","Boyd, Andrew Kennedy Hutchison, 1825-1899.",7
18921019,8428,"No moss; or, The career of a rolling stone.","Fosdick, Charles Austin, 1842-1915.",125
18750313,1514,"The Recreations of a country parson.","Boyd, Andrew Kennedy Hutchison, 1825-1899.",2
18750603,2323,"Wah-to-yah, and the Taos trail : or, Prairie travel and scalp dances, with a look at Los Rancheros from muleback and the Rocky mountain camp-fire.","Garrard, Lewis Hector, 1829-1887.",26
18750603,2324,"White-Jacket : or, the world in a man-of-war.","Melville, Herman, 1819-1891.",1
18750603,2325,"The journal of the Pilgrims at Plymouth, in New England, in 1620 : reprinted from the original volume ; with historical and local illustrations of provinces, principles, and persons.","George B. Cheever",12
18961012,10037,"Scribner's magazine.",,42
18961027,10038,"Scribner's magazine.",,35
18750603,2326,"Louis Napoleon and his times : with notices of his writings = a memoir of the Bonaparte family : and a sketch of French history to the empire, 1853 : with portraits.","De Puy, Henry W. (Henry Walter), 1820-1876.",28
18750603,2327,"A pictorial history of France for schools.","Goodrich, Samuel G. (Samuel Griswold), 1793-1860.",1
18961027,10039,"The North American review.",,2
18750603,2328,"Life and services of General Winfield Scott : including the siege of Vera Cruz, the battle of Cerro Gordo, and the battles in the valley of Mexico, to the conclusion of peace, and his return to the United States.","Mansfield, Edward Deering, 1801-1880.",6
18961027,10040,"The North American review.",,3
18961027,10041,"The North American review.",,7
18961027,10042,"The North American review.",,6
18961027,10043,"The Arena.","B. O. Flower",2
18961027,10044,"The Arena.","B. O. Flower",1
18961027,10045,"The Arena.","B. O. Flower",1
18961027,10046,"Congressional record index : proceedings and debates of the ... Congress.",,1
18941002,9183,"Toby Tyler : or, Ten weeks with a circus.","Otis, James, 1848-1912.",126
18941002,9184,"Through thick and thin, or, School days at St. Egbert's.","Francis, Laurence H.",52
18941002,9185,"Feats on the fiord.","Martineau, Harriet, 1802-1876.",17
18941002,9186,"A little queen of hearts ; an international story, 1927.","Ogden, Ruth, 1853-1927.",104
18941002,9187,"Princess Ilse.","Petersen, Marie, 1816-1859.",17
18941002,9188,"Hermine's triumphs.","Colomb, J. (Joséphine), 1833-1892.",38
18941002,9189,"Opening a chestnut burr.","Roe, Edward Payson, 1838-1888.",188
18941002,9190,"Nature's serial story.","Roe, Edward Payson, 1838-1888.",202
18921019,8429,"Snagged and sunk, or, The adventures of a canvas canoe.","Fosdick, Charles Austin, 1842-1915.",133
18941002,9191,"The earth trembled.","Roe, Edward Payson, 1838-1888.",178
18941002,9192,"Hunting in the jungle with gun and guide after large game : adapted from ""Les animaux sauvages.","Jacolliot, Louis, 1837-1890.",93
18921019,8427,"Go-ahead : or, The fisher-boy's motto.","Fosdick, Charles Austin, 1842-1915.",209
18941002,9193,"The Red Mountain of Alaska.","Allen, Willis Boyd, 1855-1938.",82
18921019,8430,"The steel horse, or, The rambles of a bicycle.","Fosdick, Charles Austin, 1842-1915.",173
18921019,8431,"Joe Wayring at home, or, The adventures of a fly-rod.","Fosdick, Charles Austin, 1842-1915.",199
18921019,8432,"The sportsman's club : in the saddle.","Fosdick, Charles Austin, 1842-1915.",282
18921019,8433,"The sportsman's club among the trappers.","Fosdick, Charles Austin, 1842-1915.",109
18921019,8434,"The sportsman's club afloat.","Fosdick, Charles Austin, 1842-1915.",139
19041002,9194,"Die Fodlen Lzzfen","Labenistein Phillip",4
18941002,9195,"Die Versaillerin.","Remin, Ernst.",48
18941015,9196,"Elsie Dinsmore.","Finley, Martha, 1828-1909.",184
18941015,9197,"Holidays at Roselands : with some scenes in Elsie's life, being a sequel to Elsie Dinsmore.","Finley, Martha, 1828-1909.",164
18941015,9198,"Elsie's womanhood.","Finley, Martha, 1828-1909.",186
18941015,9199,"Elsie's children : a sequel to ""Elsie's motherhood.""","Finley, Martha, 1828-1909.",102
19011204,13106,"The poetical works of Sir Walter Scott. With life","Scott, Walter, Sir, 1771-1832.",1
19020611,13324,"Eilene : or, the invisible side of a visible character","Blease, Bessie Lee.",25
19020625,13325,"The cat of Bubastes : a tale of ancient Egypt","Henty, G. A. (George Alfred), 1832-1902",6
19020625,13326,"The boy knight : a tale of the Crusades","Henty, G. A. (George Alfred), 1832-1902",8
19020625,13327,"The young Carthaginian : a story of the times of Hannibal","Henty, G. A. (George Alfred), 1832-1902.",7
19020625,13328,"Jack Archer : a tale of the Crimea","Henty, G. A. (George Alfred), 1832-1902",4
19020625,13329,"Captain Bayley's heir : a tale of the gold fields of California","Henty, G. A. (George Alfred), 1832-1902.",10
19011204,13107,"The complete poetical works of Robert Burns, with biographical introduction, notes and glossary ...","Burns, Robert, 1759-1796.",2
19011204,13108,Poems,"Browning, Elizabeth Barrett, 1806-1861.",1
19020625,13330,"The children of Wilton Chase","Meade, L. T., 1854-1914",13
19020625,13331,"A young mutineer","Meade, L. T., 1854-1914",10
19011204,13109,"Blennerhassett; or, The decrees of fate; a romance founded upon events in American history","Pidgin, Charles Felton, 1844-1923.",29
19020625,13332,"The children's pilgrimage","Meade, L. T., 1854-1914",4
18750313,1516,"Spare hours.","Brown, John, 1810-1882.",2
19020625,13333,"Good luck",Meade,8
19020625,13334,"Girls new and old","Meade, L. T., 1854-1914",11
19011204,13110,"Tales from Shakespeare : complete","Lamb, Charles, 1775-1834.",3
19020625,13335,"Wild Kitty.","Meade, L. T., 1854-1914",16
18750313,1518,"The great metropolis, a mirror of New York.","Browne, Junius Henri, 1833-1902.",1
19011204,13111,"Truth Dexter [a novel]","Fenollosa, Mary McNeil.",39
19011204,13112,"A border shepherdess : a romance of Eskdale","Barr, Amelia Edith Huddleston, 1831-1919.",12
19011204,13113,"Found, yet lost","Roe, Edward Payson, 1838-1888.",9
19011204,13114,"A brave little Quakeress : and other stories","Roe, Edward Payson, 1838-1888.",16
18750313,1521,"Ad fidem : or, Parish evidences of the Bible.","Burr, E. F. (Enoch Fitch), 1818-1907.",3
18750313,1522,"The district school as it was. : By one who went to it.","Burton, Warren, 1800-1866.",2
18750603,2330,"The life of the Rev. John Wesley ... founder of the Methodist societies.","Watson, Richard, 1781-1833.",5
18750603,2331,"The autobiography of a blind minister : including sketches of the men and events of his time.","Woodbridge, Timothy, 1784-1862.",1
18750603,2332,"The poetical works of Collins, Gray, and Beattie : with a memoir of each.","Collins, Gray, & Beattie",2
18750603,2333,"Home cookery : a collection of tried receipts, both foreign and domestic.","Chadwick, J., Mrs.",2
18750603,2334,"Six lectures on the uses of the lungs : and causes, prevention, and cure of pulmonary consumption, asthma, and diseases of the heart ; on the laws of longevity.","Fitch, Samuel Sheldon.",2
18921019,8435,"Don Gordon's shooting-box.","Fosdick, Charles Austin, 1842-1915.",202
18921019,8436,"The young wild-fowlers.","Fosdick, Charles Austin, 1842-1915.",173
18921019,8437,"The rod and gun club.","Fosdick, Charles Austin, 1842-1915.",1
18921019,8438,"The king's daughter.","Alden, Isabella Macdonald, 1841-1930.",128
18921019,8439,"Four girls at Chautauqua.","Alden, Isabella Macdonald, 1841-1930.",102
18921019,8440,"Christie's Christmas.","Alden, Isabella Macdonald, 1841-1930.",108
18921019,8441,"Ester Ried yet speaking.","Alden, Isabella Macdonald, 1841-1930.",64
18870104,6231,"Wide awake.",,7
18921019,8442,"Three people.","Alden, Isabella Macdonald, 1841-1930.",149
18921019,8443,"The young outlaw, or, Adrift in the streets.","Alger, Horatio, 1832-1899.",146
18921019,8444,"The telegraph boy.","Alger, Horatio, 1832-1899.",364
18941015,9200,"Elsie's Motherhood","Finley, Martha, 1828-1909.",165
18941015,9201,"Elsie's Widowhood : a sequel to ""Elsie's children"".","Finley, Martha, 1828-1909.",100
18941015,9202,"Grandmother Elsie : a sequel to Elsie's widowhood.","Finley, Martha, 1828-1909.",122
18940915,9203,"Elsie's new relations : what they did and how they fared at Ion : a sequel to Grandmother Elsie.","Finley, Martha, 1828-1909.",109
18870105,6233,"The century illustrated monthly magazine.",,3
18870105,6234,"The century illustrated monthly magazine.",,8
18870105,6235,"The century illustrated monthly magazine.",,8
18941015,9204,"Elsie at Nantucket : a sequel to ""Elsie's new relations.","Finley, Martha, 1828-1909.",126
18941015,9205,"Elsie at Nantucket : a sequel to ""Elsie's new relations.","Finley, Martha, 1828-1909.",98
18870105,6236,"The century illustrated monthly magazine.",,8
18870105,6237,"The century illustrated monthly magazine.",,10
18870105,6238,"The century illustrated monthly magazine.",,9
18870105,6239,"Lippincott's magazine of popular literature and science.",,4
18870105,6240,"Lippincott's magazine of popular literature and science.",,3
18870105,6241,"Lippincott's magazine of popular literature and science.",,3
18870105,6242,"Lippincott's magazine of popular literature and science.",,3
18870105,6243,"Harper's new monthly magazine.",,7
18870105,6244,"Harper's new monthly magazine.",,5
18870105,6245,"Harper's new monthly magazine.",,3
18870105,6246,"Harper's new monthly magazine.",,3
18870105,6247,"Harper's new monthly magazine.",,6
18870105,6248,"Harper's new monthly magazine.",,5
19011204,13116,"Man in the past, present, and future : a popular account of the results of recent scientific research regarding the origin, position and prospects of mankind.","Büchner, Ludwig, 1824-1899.",3
18941015,9207,"The two Elsies.","Finley, Martha, 1828-1909.",111
19011210,13118,"The light that failed","Kipling, Rudyard, 1865-1936.",7
18980404,10720,"Partisan politics, the evil and the remedy : an analysis of the great political parties of the country--their morals and methods--as the supreme power in the republic, the remedy prohibitive legislation.","Brown, James Sayles.",1
19011210,13119,"Eben Holden; a tale of the north country","Bacheller, Irving, 1859-1950.",35
18870105,6252,"Blackwood's Edinburgh magazine.",,1
19011210,13120,"The life and death of Richard Yea-and-Nay","Hewlett, Maurice, 1861-1923.",30
18870105,6253,"Blackwood's Edinburgh magazine.",,1
18870105,6255,"The Atlantic monthly : a magazine of literature, science, art and politics.",,1
18870105,6256,"The Atlantic monthly : a magazine of literature, science, art and politics.",,1
19011204,13121,"The man in the iron mask ...","Dumas, Alexandre, 1802-1870.",11
18870105,6257,"The Atlantic monthly : a magazine of literature, science, art and politics.",,2
19011210,13122,"The wild rose of Gross-Stauffen","Eschstruth, Nataly von, b. 1860.",41
18870105,6259,"The Atlantic monthly : a magazine of literature, science, art and politics.",,2
19011210,13123,"Lora, the major's daughter","Heimburg, W., 1850-1912.",36
19011210,13124,"The Princess of the Moor (Das Haideprinzesschen).","John, Eugenie, 1825-1887.",14
19011210,13125,"The Princess of the Moor : (Das Haideprinzesschen).","John, Eugenie, 1825-1887.",17
18750603,2337,"The business man's assistant and legal guide.",,2
18750603,2338,"Sketches of reforms and reformers, of Great Britain and Ireland.","Stanton, Henry B. (Henry Brewster), 1805-1887.",1
18941015,9208,"Elsie's kith and kin.","Finley, Martha, 1828-1909.",103
18941015,9209,"Elsie's kith and kin.","Finley, Martha, 1828-1909.",109
18941015,9210,"Elsie's friends at Woodburn.","Finley, Martha, 1828-1909.",98
18941015,9211,"Elsie's friends at Woodburn.","Finley, Martha, 1828-1909.",102
18941015,9212,"Christmas with Grandma Elsie.","Finley, Martha, 1828-1909.",135
18941015,9213,"Christmas with Grandma Elsie.","Finley, Martha, 1828-1909.",60
18941015,9214,"Elsie and the Raymonds.","Finley, Martha, 1828-1909.",96
18941015,9215,"Elsie and the Raymonds.","Finley, Martha, 1828-1909.",85
18941015,9217,"Elsie yachting with the Raymonds.","Finley, Martha, 1828-1909.",94
18941015,9216,"Elsie yachting with the Raymonds.","Finley, Martha, 1828-1909.",97
19020625,13336,"The Little Colonel's house party","Johnston, Annie F. (Annie Fellows), 1863-1931",11
19020625,13337,"The battleground","Glasgow, Ellen Anderson Gholson, 1873-1945",18
19011210,13126,"The makers of Venice : doges, conquerors, painters, and men of letters","Oliphant, Mrs. (Margaret), 1828-1897.",1
19011210,13127,"The Mediterranean race : a study of the origin of European peoples","Sergi, Giuseppe, 1841-1936.",1
19011221,13128,"J. Devlin-- boss : a romance of American politics","Williams, Francis Churchill, 1869-1945.",39
19020625,13338,Rockhaven,"Munn, Charles Clark, 1848-1917.",18
19011221,13129,"The strength of the hills : a novel","Wilkinson, Florence.",38
18830406,3758,"Bible pictures, and stories for little folks.","Merrill, Jenny B.",8
19011221,13130,"Shacklett : the evolution of a statesman","Barr, Walter, 1860-",27
19011221,13131,"The Washingtonians","Hopkins, Pauline Bradford Mackie, b. 1873.",37
19020625,13339,"Hester Blair : the romance of a country girl","Carson, William Henry, 1859-",22
19011202,13133,"The Tory lover","Jewett, Sarah Orne, 1849-1909.",38
19011202,13134,"The Wouldbegoods","Nesbit, E. (Edith), 1858-1924.",18
19011202,13135,"High school days in Harbortown","Wesselhoeft, Lily F., 1840-1919.",10
18830406,3760,"Princess Rosamond : a double story.","MacDonald, George, 1824-1905.",16
19011202,13136,"A twentieth century boy","Glentworth, Marguerite Linton.",9
18750313,1523,"The gentleman.","Calvert, George Henry, 1803-1889.",1
19011202,13137,"Count Hannibal : a romance of the court of France","Weyman, Stanley John, 1855-1928.",35
19011202,13138,"Our Lady Vanity","Kirk, Ellen Olney, 1842-1928.",32
19011202,13139,"The outlaws of Horseshoe Hole, a tale of the Montana vigilantes","Hill, Francis, b. 1875.",21
18830406,3762,"Trot's journey : pictures, rhymes and stories.","Greenaway, Kate, 1846-1901.",3
18750313,1526,"The arts of writing, reading, and speaking.","Cox, Edward W. (Edward William), 1809-1879.",4
18830406,3763,"Young Rick.","Eastman, Julia A. (Julia Arabella), 1837-1911.",11
19020625,13340,"Dorothy South : a love story of Virginia just before the war","Eggleston, George Cary, 1839-1911",15
18750313,1528,"Confessions of an English opium-eater : and, Suspiria de profundis.","De Quincey, Thomas, 1785-1859.",3
18830406,3764,"Good-for-nothing Polly.","Farman, Ella.",23
18750313,1529,"Letters to a young man and other papers.","De Quincey, Thomas, 1785-1859.",1
19020625,13341,"The Mississippi bubble : how the star of good fortune rose and set and rose again, by a woman's grace, for one John Law of Lauriston : a novel","Hough, Emerson, 1857-1923",22
19020625,13342,"A pasteboard crown : a story of the New York stage","Morris, Clara, 1848-1925",20
19011202,13140,"Let not man put asunder : a novel","King, Basil, 1859-1928.",42
18830406,3765,"Helen in Switzerland : a tale for young people.","Bethell, Augusta, d. 1931.",15
19020625,13343,"Bylow Hill.","Cable, George Washington, 1844-1925",30
19011202,13141,"From Atlanta to the sea","Dunn, Byron A. (Byron Archibald), 1842-1926.",19
19011202,13142,"The Quiberon touch : a romance of the days when ""the great Lord Hawke"" was king of the sea","Brady, Cyrus Townsend, 1861-1920.",39
18750313,1531,"Country living and country thinking.","Dodge, Mary Abigail, 1833-1896.","0 (Indeterminate)"
19011202,13143,"Our Jim, or, The power of example","Ellis, Eward Sylvester, 1840-1916.",8
19011202,13144,"Young barbarians.","Watson, John, 1850-1907.",7
18750313,1533,"Woman's wrongs : a counter-irritant.","Dodge, Mary Abigail, 1833-1896.",4
18830406,3766,"Gypsy's year at the golden crescent.","Phelps, Elizabeth Stuart, 1844-1911.",2
18750313,1534,"The Rise and progress of religion in the soul : illustrated in a course of serious and practical addresses suited to persons of every character and circumstance, with a devout meditation, or prayer, subjoined to each chapter.","Doddridge, Philip, 1702-1751.",1
18750603,2339,"Family pictures from the Bible.","Ellet, E. F. (Elizabeth Fries), 1818-1877.",1
18750603,2340,"Napoleon in exile : or, a voice from St. Helena; opinions and reflections of Napoleon on the most important events in his life and government, in his own words.","O'Meara, Barry Edward, 1786-1836.",9
18830406,3768,"An old-fashioned girl.","Alcott, Louisa May, 1832-1888.",4
18870106,6266,"The Popular science monthly.",,2
18870106,6267,"The Popular science monthly.",,2
18870106,6268,"The Popular science monthly.",,1
18870106,6271,"The Popular science monthly",,1
18870106,6272,"The North American review.","Rice, Allen Thorndike, 1851-1889.",1
18870106,6273,"The North American review.",,2
18870106,6274,"The North American review.",,1
18870106,6277,"The North American review.",,3
18870106,6280,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18870106,6281,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18870106,6282,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18941015,9218,"Elsie's vacation and after events.","Finley, Martha, 1828-1909.",79
18870106,6284,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18941015,9219,"Elsie's vacation and after events.","Finley, Martha, 1828-1909.",92
18870106,6286,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18870106,6287,"Official gazette of the United States Patent Office.","United States. Patent Office.",2
18941015,9220,"Elsie at Viamede.","Finley, Martha, 1828-1909.",86
18870109,6288,"Official gazette of the United States Patent Office.","United States. Patent Office.",2
18870109,6289,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18941015,9222,"Elsie at Viamede.","Finley, Martha, 1828-1909.",75
18870109,6290,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18870109,6291,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18941015,9223,"Elsie at Ion.","Finley, Martha, 1828-1909.",122
18870109,6292,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18870109,6293,"Official gazette of the United States Patent Office.","United States. Patent Office.",2
18941015,9224,"Up and Down the Nile.","Adams, William T. ‡q (William Taylor), 1822-1897.",69
18870109,6294,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18870109,6295,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18870109,6296,"Official gazette of the United States Patent Office.","United States. Patent Office.",5
18941015,9225,"Through the Yellowstone Park on horseback.","Wingate, George Wood, 1840-1928.",45
18870109,6297,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18750313,1536,"The prose works of Ralph Waldo Emerson.","Emerson, Ralph Waldo, 1803-1882.",20
18941015,9226,"A thousand miles up the Nile.","Edwards, Amelia Ann Blanford, 1831-1892.",33
18750313,1537,"The prose works of Ralph Waldo Emerson.","Emerson, Ralph Waldo, 1803-1882.",15
18941015,9227,"A round dozen.","Coolidge, Susan, 1835-1905.",78
18750313,1538,"Dew drops on the desert of life.","Engle, Robert R.",3
18750313,1539,"The veil partly lifted and Jesus becoming visible.","Furness, William Henry, 1802-1896.",3
18750313,1540,"The triumphs of invention and discovery, &c., &c.","Fyfe, J. Hamilton (James Hamilton), 1837-1880.",3
18921019,8445,"Julius : or, The street boy out West.","Alger, Horatio, 1832-1899.",131
18750313,1541,"The family Sabbath-day miscellany : comprising over three hundred religious tales and anecdotes, original and select with occasional reflections ; adapted to the use of families on the Lord's day.","Goodrich, Charles A. (Charles Augustus), 1790-1862.",1
18921019,8446,"Sam's chance : and how he improved it.","Alger, Horatio, 1832-1899.",141
18921019,8447,"Luck and pluck; or, John Oakley's inheritance.","Alger, Horatio, 1832-1899.",231
18921019,8448,"Sink or swim, or, Harry Raymond's resolve.","Alger, Horatio, 1832-1899.",175
18921019,8449,"Strong and steady : or, Paddle your own canoe.","Alger, Horatio, 1832-1899.",176
18921019,8451,"Try and trust, or, the story of a bound boy.","Alger, Horatio, 1832-1899.",273
18750313,1544,"Passages from the American note-books of Nathaniel Hawthorne.","Hawthorne, Nathaniel, 1804-1864.",3
18870109,6304,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18750313,1545,"Friends in council : a series of readings and discourse theoreon.","Helps, Arthur, Sir, 1813-1875.",2
18870109,6305,"Official gazette of the United States Patent Office.","United States. Patent Office.",2
18870109,6306,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18750313,1546,"Friends in council : a series of readings and discourse theoreon.","Helps, Arthur, Sir, 1813-1875",2
18921019,8450,"Strive and succeed, or, The progress of Walter Conrad.","Alger, Horatio, 1832-1899.",199
18921019,8452,"Bound to rise : or, Harry Walton's motto.","Alger, Horatio, 1832-1899.",221
18921019,8453,"Risen from the ranks : or, Harry Walton's success.","Alger, Horatio, 1832-1899.",79
19020625,13355,"Handbook for the use of electricians in the operation and care of electrical machinery and apparatus of the U.S. seacoast defenses.","United States. War Dept.",2
18921019,8454,"Herbert Carter's legacy, or, The inventor's son.","Alger, Horatio, 1832-1899.",217
18921019,8455,"Brave and bold, or, The fortunes of a factory boy.","Alger, Horatio, 1832-1899.",121
18921019,8456,"Jack's ward, or, The boy guardian.","Alger, Horatio, 1832-1899.",190
18750313,1547,"Companions of my solitude.","Helps, Arthur, Sir, 1813-1875.",7
19020625,13357,"The lady paramount","Harland, Henry, 1861-1905",24
18921019,8457,"Shifting for himself : or, Gilbert Greyson's fortunes.","Alger, Horatio, 1832-1899.",148
18750313,1548,"Lessons in life : a series of familiar essays.","Holland, J. G. ‡q (Josiah Gilbert), 1819-1881.",9
18921019,8458,"Wait and hope, or, Ben Bradford's motto.","Alger, Horatio, 1832-1899.",216
18921019,8459,"Rodney the partisan.","Fosdick, Charles Austin, 1842-1915.",91
19000709,13358,"The westerners","White, Stewart Edward, 1873-1946",22
18750313,1549,"Plain talks on familiar subjects : a series of popular lectures.","Holland, J. G. ‡q (Josiah Gilbert), 1819-1881.",5
18921019,8460,"Marcy, the blockade-runner.","Fosdick, Charles Austin, 1842-1915.",96
18921019,8461,"True to his colors.","Fosdick, Charles Austin, 1842-1915.",183
18750313,1550,"Letters to the Joneses.","Holland, J. G. ‡q (Josiah Gilbert), 1819-1881.",2
18921019,8462,"Marcy, the refugee.","Fosdick, Charles Austin, 1842-1915.",151
18921019,8463,"Jan of the windmill : a story of the plains.","Ewing, Juliana Horatia Gatty, 1841-1885.",32
18750313,1554,"The professor at the breakfast-table : with the story of Iris.","Holmes, Oliver Wendell, 1809-1894.",13
